name,padrillo,M,PRS,PR,PS,Sire_Stk_Wnrs_Rnrs,MSib_StkWnrs_Offs,MomSib_Sibs_at2y,Dam_Mean_T3_BSN,Dam_Raced_STK,Dam_Placed_STK,Dam_Total_Rcs,Best_Foal_Bsn,Best_Foal_Raced_Stk,Best_Foal_Placed_Stk,Dam_Sib_Total_G1G2,DamSibs_G1G2_Total,ownCharac,father,Fathsiblings,mother,Momsiblings,uncles,maternalParents,inbreedingCoefficient,M_age_at_birth,M_season,studbook_id,birth_eday,sex,lote,haras,link
GALINDEZ,COSMIC TRIGGER,GALA ACTION,.0091843316,.50397509,.018223781,.076271184,0,3,50.169559,No,No,1,77.238838,No,No,0,0,.097335249,-.13625012,.061773658,-.042108495,-.15842216,-.037105959,-.03296883,.0413046272806241,8.8000002,5,442065,23jul2023,2,42,ABOLENGO,https://arg-sales.com/remates/view/344
GAROUPA,GOUVERNEUR MORRIS (USA),GIUDECCA,.016017795,.68664628,.023327578,.044452887,0,1,,No,No,0,,No,No,0,,.04019016,.060747832,-.027805567,-.082668878,-.16154096,.060289852,.030643947,.0326854486411321,4.9863014,2,442346,06aug2023,1,27,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
GAZILER,IL MERCATO,GOLDEN YOGA,.028466342,.719935,.039540157,.023809524,0,4,119.68214,YES,No,11,104.74236,YES,No,1,.039999999,-.062070012,-.070415273,-.015877604,.28883931,.085711285,.010920532,.030643947,.0206988738209475,10.071233,5,445576,03oct2023,2,13,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
GENUINE FAITH,PNEUMATIC (USA),GOT FAITH,.023754621,.59639561,.039830308,.044452887,0,0,99.993019,Yes,Yes,8,,No,No,0,,.10923997,.035653815,-.064478211,.24938081,-.16253033,.067692108,.014366889,.0287604778186505,4.7780824,1,442073,18jul2023,1,26,ABOLENGO,https://arg-sales.com/remates/view/344
GOD LEVEL,HI HAPPY,LIGHTLY EXPRESSED (USA),.026285104,.68236685,.038520489,.073394492,0,9,,No,No,0,104.40372,No,No,0,0,-.031269729,.21656309,.050594598,.13016579,.089405678,-.0478452,-.0082113147,.0275531141669489,19.536985,10,443343,14sep2023,2,4,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
GOMELO,IL MERCATO,GALLIZI,.011052974,.74729669,.014790611,.023809524,0,2,80.420937,No,No,6,70.472702,No,No,0,0,-.05149138,-.070415273,-.015877604,-.082668878,-.15873669,.010081984,.030643947,.0239558992798266,8.161644,3,445000,27sep2023,2,14,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
GOOD HOPE,DADDY LONG LEGS (USA),GOOD BABE,.022553999,.54309118,.041528936,.091603056,.11111111,9,107.28137,No,No,20,112.55566,YES,Yes,1,.030303031,-.085997462,.035653815,.090809658,-.014360387,.22271004,.016783893,.014366889,.0263261725194752,17.008219,10,445433,08oct2023,1,50,ABOLENGO,https://arg-sales.com/remates/view/344
GOODNIGHT BABY,DADDY LONG LEGS (USA),GOODNIGHT KISS,.0065261745,.44455361,.014680287,.091603056,0,0,,No,No,0,,No,No,0,,.045952201,.014311358,.093406767,-.076107129,-.17436801,-.059384398,-.003791701,.0308423414189747,5.8410959,1,442042,07aug2023,1,26,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
GOOGLE NEWS,PNEUMATIC (USA),GIRL SPIRIT,.018957149,.61327654,.030911257,.044452887,.2,5,,No,No,0,116.54406,YES,Yes,2,.021052632,.044954479,.035653815,-.064478211,-.014360387,.093162864,-.035568319,.014366889,.0246767440912663,14.860274,10,442622,14aug2023,1,49,ABOLENGO,https://arg-sales.com/remates/view/344
GOT MY WAY,EQUAL STRIPES,GOT MY MIND,.009520378,.44950551,.021179669,.072345391,0,2,,No,No,0,,No,No,0,,-.014569104,-.054768451,.02027379,-.042108495,-.16253033,.077977858,.014366889,.0547354426234961,5.950685,3,443916,08sep2023,2,43,ABOLENGO,https://arg-sales.com/remates/view/344
GRAMMA,IL MERCATO,GRECIA CLASICA,.010519804,.67155254,.0156649,.023809524,0,1,,No,No,0,,No,No,0,,.027848423,-.070415273,-.015877604,-.082668878,-.16154096,.0054992065,-.010412626,.0604875420540338,4.9561644,2,442729,13aug2023,1,30,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
GRAND DOHA,IL MERCATO,GARBARINA,.013246311,.71394807,.018553605,.023809524,0,1,96.555313,No,No,7,,No,No,0,,.022559077,-.070415273,-.015877604,-.015605442,-.16154096,.037407815,-.010412626,.0359039180948457,5.8821917,2,443082,16aug2023,1,33,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
GREKA,DADDY LONG LEGS (USA),GREEN RYE,.026196981,.5535751,.047323264,.091603056,.16666667,6,104.36456,Yes,No,12,106.13644,YES,YES,2,.083333336,-.1121878,.035653815,.089056328,-.014360387,.40478745,-.037862502,.014366889,.0298648057978426,16.180822,10,446087,19oct2023,1,6,ABOLENGO,https://arg-sales.com/remates/view/344
GROOVE DEALER,SEAHENGE (USA),GOING,.013587508,.81389308,.016694464,.027522936,0,7,88.31044,No,No,9,106.26517,Yes,Yes,0,0,.013968229,-.02788192,-.047655642,-.068488032,.05111704,-.03515783,-.0082113147,.034071884387231,15.019178,10,443335,26aug2023,2,7,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
HAPPY FRANKIE,TREASURE BEACH (GB),HAPPY GIRL,.0074476781,.58388567,.012755371,.044444446,0,3,73.444901,No,No,1,89.201065,No,No,0,0,-.11833292,.014311358,-.059377521,-.076107129,-.040714979,.0092480406,.037264872,.0396944630047074,10.063014,6,444981,15oct2023,2,17,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
HARRY EL SUCIO,DANIEL BOONE (BRZ),HORA UNIVERSAL,.019246131,.64367658,.029900314,.05479452,0,4,91.561668,No,No,5,86.885918,No,No,0,0,-.011346221,.0043926984,-.030007012,-.043115735,.0035365224,-.0031422824,-.0088911233,.0388384175676038,11.008219,7,444241,15sep2023,2,43,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
HIGH CITY,CITYSCAPE (GB),HIGHFEVER,.044354789,.70588475,.062835738,.089686096,0,5,84.204308,No,No,5,96.960274,YES,No,1,.033333335,.053490072,.070646912,.017647505,-.060937375,.22332126,.00035635382,-.0039320728,.0289599999687198,11.030137,7,441834,30jul2023,2,27,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
HIT JULIETTE,HIT IT A BOMB (USA),TOP JULIETTE,.039547849,.68740743,.057531893,.057971016,.33333334,6,112.32446,YES,YES,14,115.11469,YES,Yes,1,.035714287,.00059688091,-.051575616,-.047484934,-.060937375,.41635668,-.030740336,-.0039320728,.0439129615224374,12.854795,8,443032,29aug2023,1,33,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
HURRY AND HURRY,DANIEL BOONE (BRZ),HONEY HAPPY,.031615041,.66698444,.047399968,.05479452,.25,8,66.401604,No,No,1,125.85952,YES,YES,20,.21978022,-.089917421,.0043926984,-.034036957,-.050845765,.37628618,.0022233985,.032165449,.0383721485559363,15.057534,10,447384,18oct2023,2,3,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
ICE STAR,NICHOLAS,ICY GIRL,.0064078425,.54217786,.01181871,0,0,0,90.691887,No,No,15,,No,No,0,,-.10701019,.014964744,-.10522685,-.025183804,-.096303806,-.023105655,.005259525,.039212510931975,6.161644,1,445795,16oct2023,2,18,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
IKAL,PNEUMATIC (USA),ITALIAN STRIPE,.020930864,.58033228,.036067035,.044452887,0,8,82.676788,No,No,4,121.48251,YES,No,2,.022727273,.028287888,.035653815,-.064478211,-.014360387,.21893805,-.039852191,.014366889,.0256129043700639,16.032877,10,442937,21aug2023,1,44,ABOLENGO,https://arg-sales.com/remates/view/344
ILUSTRADOR,COSMIC TRIGGER,ILUSTRADORA,.011318421,.5523991,.020489572,.076271184,0,1,,No,No,0,,No,No,0,,.10209712,-.13625012,.061949685,-.042108495,-.16253033,.029106364,-.03296883,.0526546049586614,4.7753425,2,442071,21jul2023,2,61,ABOLENGO,https://arg-sales.com/remates/view/344
IMPORTE EXACTO,COSMIC TRIGGER,IMPORTANT THING,.014901361,.54336452,.027424244,.076271184,.1,10,82.185661,No,No,4,98.462669,YES,Yes,1,.018518519,.035430729,-.13625012,.058077618,-.014360387,.068136066,-.029173909,.014366889,.0541428689321037,16.931507,10,442932,18aug2023,2,31,ABOLENGO,https://arg-sales.com/remates/view/344
IN YOUR MIND,PNEUMATIC (USA),INDIA DEL NORTE,.01012481,.63230199,.016012618,.044452887,0,4,98.372162,No,No,17,70.607315,No,No,0,0,-.095105469,.020565078,-.045819856,.026362997,-.073752522,-.014542706,.005259525,.0320962069818052,11.2,5,445793,11oct2023,2,8,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
INFINITA ILUSION,DADDY LONG LEGS (USA),INFANTA ELENA,.028167333,.48082611,.058581121,.091603056,.33333334,6,102.16804,Yes,No,15,107.77833,YES,YES,7,.53846157,-.083616495,.035653815,.091009721,.051780317,.4870111,-.040176418,.014366889,.0257530481303547,13.169863,8,445115,07oct2023,1,15,ABOLENGO,https://arg-sales.com/remates/view/344
INNER CIRCLE,PNEUMATIC (USA),INTENSE LOOK,.034979165,.63721663,.054893676,.044452887,.30000001,10,128.33257,YES,YES,20,117.72375,YES,YES,31,.28181818,.099716187,.035653815,-.064478211,-.014360387,.46816418,-.038902372,.014366889,.0235828876539017,16.90411,10,442067,22jul2023,1,1,ABOLENGO,https://arg-sales.com/remates/view/344
IT'S LIKE YOU,COSMIC TRIGGER,IT LOOKS FINE,.018424058,.5666703,.032512836,.076271184,0,6,74.913338,No,No,4,101.99686,YES,YES,2,.052631579,-.083616495,-.13625012,.053814843,-.014360387,.33225629,-.01146375,-.03296883,.0392125334255979,11.172603,7,445117,07oct2023,2,8,ABOLENGO,https://arg-sales.com/remates/view/344
JAZZ FUNK,FORTIFY (USA),JASMINKA,.029692151,.73462868,.040417902,.12832929,0,1,114.16502,YES,YES,23,,No,No,0,,-.026507854,-.068622753,.27001435,.27785641,-.11368891,.10340375,-.0082113147,.0500708712206688,9.9917812,3,443321,12sep2023,2,2,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
JAZZ HIT,HIT IT A BOMB (USA),JAZZ DAY,.041852102,.80250454,.052151859,.057971016,0,2,109.6857,Yes,No,11,88.478691,Yes,No,0,0,.049963862,-.051575616,-.043897569,.082021445,.051838845,.055033356,-.0039320728,.0460336056821689,8.9260273,4,442418,01aug2023,2,26,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
JESSIE JAY,DANIEL BOONE (BRZ),JOLIE JOAN,.024720803,.60440832,.04090083,.05479452,.16666667,6,85.507751,No,No,10,112.6628,YES,YES,1,.034482758,-.0018224716,.0043926984,-.02969376,-.050845765,.17857936,-.0045099072,.032165449,.0383633676538011,12.961644,9,444239,11sep2023,1,23,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
JOY MUSICA,FORTIFY (USA),MELODIAN GIRL,.023204699,.5346849,.043398831,.12832929,.125,8,91.115898,No,No,8,110.02496,YES,YES,1,.019607844,.042261779,.042975992,.18987232,.013874054,.27155733,-.031747974,-.045765936,.0246026214153972,15.00274,10,441793,01aug2023,1,1,EL ARROYO,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
JUARA,STORM EMBRUJADO,MENTAWAI,.0096476115,.54939777,.01756034,.04137931,0,2,,No,No,0,,No,No,0,,.0096970797,-.18319558,-.050831676,-.039935853,-.16779767,.053724203,-.0092330873,.0292576210049447,6.8136988,4,445494,05sep2023,1,46,EL MALLÍN,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
JUST DANCE,DANIEL BOONE (BRZ),JOLIE GIGI,.01185972,.42104197,.028167548,.05479452,0,3,56.662514,No,No,1,,No,No,0,,.043415487,.0043926984,-.028237276,-.078593872,-.13379321,.033468973,.032165449,.0392210377904121,8.90411,5,443377,23aug2023,1,32,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
LA BUENA TARDE,LE BLUES,REAL LIFE,.014869479,.61079824,.024344338,.070484579,0,8,,No,No,0,98.902283,No,No,0,0,-.053049475,-.11493833,.048350766,-.012512743,.1016748,-.043628588,-.014918739,.0272925308745471,12.912329,10,446222,10oct2023,1,48,EL PARAISO,https://arg-sales.com/remates/view/346
LA MAS BONITA,DADDY LONG LEGS (USA),LA SERENITA,.026353609,.69147575,.038112123,.091603056,0,1,89.015236,No,No,11,,Yes,No,0,0,.069761664,.014311358,.095292121,.051923066,.14276387,.012436889,.037264872,.0473242949483392,7.9068494,2,441796,28jul2023,1,25,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
LAGO MASCARDI,LE BLUES,ASTURIANISIMA,.014351515,.71221846,.02015044,.070484579,0,1,114.60909,YES,Yes,14,,No,No,0,,-.035418421,-.11493833,.05140011,.060334302,-.17511401,.027216058,-.014918739,.0302676654882816,7.0109587,2,445720,30sep2023,2,30,EL PARAISO,https://arg-sales.com/remates/view/346
LATERAL SCAPE,CITYSCAPE (GB),LA VENTURANZA,.016008174,.6649577,.024073973,.089686096,0,3,83.966568,No,No,8,67.757713,No,No,0,0,-.083200753,.18352844,.053956658,.0022004284,-.079469807,-.024712499,.005259525,.0269598692611908,9.2164383,4,445789,06oct2023,2,6,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
LAW AND ORDER,LE BLUES,SARITA HALO,.012496854,.73016608,.017115084,.070484579,0,0,94.949722,YES,No,7,,No,No,0,,-.083022296,-.11493833,.045303419,.026802585,-.17511401,.022029858,-.014918739,.0256830818689195,6.0931506,1,447271,27oct2023,2,33,EL PARAISO,https://arg-sales.com/remates/view/346
LE ROMANO,LE BLUES,ROMAGNA,.027688453,.69516164,.039830238,.070484579,.16666667,6,112.90681,Yes,Yes,20,123.36954,YES,YES,6,.090909094,-.040707737,-.11493833,.050951555,-.012512743,.41598526,-.04559017,-.014918739,.0341799762172741,12.964383,8,445728,03oct2023,2,4,EL PARAISO,https://arg-sales.com/remates/view/346
LEBRON BLUES,LE BLUES,ALISON,.013345359,.69926256,.019084904,.070484579,0,1,89.539658,No,No,10,,No,No,0,,-.021313578,-.11493833,.052541286,.0066835545,-.17511401,.034417879,-.014918739,.0252178159844334,7.1041098,2,445701,22sep2023,2,20,EL PARAISO,https://arg-sales.com/remates/view/346
LENINGRAD,LE BLUES,ADELINE MISCOU,.016104938,.69195992,.023274381,.070484579,0,3,27.703909,No,No,1,102.92714,No,No,0,0,-.044233948,-.11493833,.049849346,-.040260851,.048616841,-.00042710826,-.014918739,.030182798343958,6.9397259,4,446266,05oct2023,2,54,EL PARAISO,https://arg-sales.com/remates/view/346
LET IT RIP,LE BLUES,HELLO DOLLY,.029266939,.77040201,.037989177,.070484579,0,2,102.87534,No,No,5,100.44576,No,No,0,0,.012185454,-.11493833,.053949237,.030695423,.049351171,.14051567,.032416984,.0375070285372203,7.9917808,3,444590,03sep2023,2,40,EL PARAISO,https://arg-sales.com/remates/view/346
LIBERTADORES,LE BLUES,MILEY MOYVORE,.019320557,.73700047,.026215121,.070484579,0,0,86.840508,No,No,9,,No,No,0,,.11620873,-.11493833,.062253058,.064060047,-.17511401,-.028126428,.032416984,.0365763759073161,6.9671235,2,441987,06jul2023,2,31,EL PARAISO,https://arg-sales.com/remates/view/346
LICITADOR,FORGE (GB),LITURGIA ASIATICA,.009501134,.66464746,.014294998,.025641026,0,1,84.810692,No,No,3,,No,No,0,,-.054629445,.020565078,-.043069214,.0026501529,-.096303806,-.025126699,-.042076197,.0282288317139319,7.1260276,2,443780,24sep2023,2,13,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
LIMITED TIME,LE BLUES,ALL PURPOSE,.0070233438,.57480788,.012218594,.070484579,0,3,,No,No,0,96.930687,Yes,No,0,0,-.058759928,-.099043787,.031411663,-.073594145,.035908848,.0035501383,-.031979423,.0379975433224899,7.9808221,5,446276,07oct2023,2,77,EL PARAISO,https://arg-sales.com/remates/view/346
LINGUADO,COSMIC TRIGGER,LE CHAT ASSASSIN,.012973791,.64107937,.020237418,.076271184,0,4,85.831406,Yes,No,6,70.077133,No,No,0,0,-.088516623,-.11115611,.070382699,.073812477,-.15566348,.016343683,.030643947,.0413604613568168,9.2630138,5,445597,18oct2023,2,23,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
LISTEN,LE BLUES,SCARY MARY,.015595369,.71320128,.021866715,.070484579,.16666667,6,90.217865,No,No,10,106.20182,YES,YES,7,.20588236,.050763488,-.099043787,.03839004,-.045846038,.23787342,-.02319829,-.031979423,.0287980520588462,12.6,8,443666,22aug2023,2,10,TRIPLE ALLIANCE,https://arg-sales.com/remates/view/346
LITIGADA,SEÑOR CANDY (USA),LUMINOSA ES,.0091883605,.60044748,.015302522,.046218488,0,3,101.30107,No,No,13,101.19208,No,No,0,0,-.095105469,-.15133886,.0094773471,.01574209,.03907451,-.024712499,.005259525,.0229692176508252,9.1095886,4,445790,11oct2023,1,5,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
LITIGATOR,LE BLUES,BLUE MORNING (USA),.018329851,.55621141,.032954827,.070484579,0,9,102.89352,Yes,No,5,105.11031,No,No,0,0,-.060101926,-.11493833,.047516853,-.012512743,.22546235,-.053436499,.073473558,.0316858750011306,16.567123,10,446210,14oct2023,2,56,EL PARAISO,https://arg-sales.com/remates/view/346
LOBITO DE MAR,IL MERCATO,LE CHAT VIOLET,.012776206,.72610611,.017595509,.023809524,0,1,103.61108,No,No,2,,No,No,0,,-.037386537,-.070415273,-.015877604,.0060264617,-.16154096,.0048753023,.030643947,.023501089893216,7.178082,2,444172,19sep2023,2,15,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
LONDON PRIDE,LE BLUES,FUN SHOP,.019440578,.67447668,.028823202,.070484579,0,11,,No,No,0,111.566,No,No,0,0,-.079496086,-.11493833,.045697421,-.012512743,.17422959,-.028386567,.032416984,.0163327161135385,18.161644,10,447272,25oct2023,2,27,EL PARAISO,https://arg-sales.com/remates/view/346
LONG WAY DOWN,TREASURE BEACH (GB),LA ETERNA FE,.012106203,.6518212,.018572889,.044444446,0,2,72.596237,No,No,1,84.372246,No,No,0,0,.03231281,-.054786786,-.024393082,-.014634375,.038694948,.016384184,.0067622475,.0364163004851434,8.0602741,4,443333,15aug2023,2,6,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
LOOK DIFFERENT,HI HAPPY,LOOK LOVELY,.034356836,.69026428,.049773455,.073394492,0,5,109.50027,YES,Yes,11,106.24011,Yes,Yes,0,0,-.022199452,.24111356,-.0034117252,-.063836969,.17646982,.00056868047,.034735918,.040240585221909,12.035617,7,445030,16sep2023,2,2,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
LOS LLANOS,LE BLUES,MOSTLY DREAMS,.022781823,.74148947,.030724404,.070484579,0,2,98.607452,No,No,25,87.153061,No,No,0,0,.047447592,-.11493833,.057153091,.016072433,.048885778,-.028363524,.032416984,.0371338176773861,9.0027399,3,442987,14aug2023,2,64,EL PARAISO,https://arg-sales.com/remates/view/346
LOXLEY,PNEUMATIC (USA),LOVE ME MORE,.013225883,.6212917,.021287719,.044452887,0,1,93.605217,No,No,7,,No,No,0,,-.0050453544,.035653815,-.064478211,-.042108495,-.16253033,.06577187,.014366889,.0304633501691569,6.9698629,2,443913,04sep2023,2,55,ABOLENGO,https://arg-sales.com/remates/view/344
LUNAREJO,LE BLUES,SOUL FOOD,.02372282,.73301411,.032363389,.070484579,0,1,110.88832,Yes,Yes,14,,No,No,0,,.021000981,-.11493833,.054669529,.24284554,-.17511401,.038658451,.026137836,.0578940398245322,7.0054793,2,443656,29aug2023,2,16,EL PARAISO,https://arg-sales.com/remates/view/346
LUNATICO BOMB,HIT IT A BOMB (USA),STORMY LUNATICA,.025294384,.77114749,.032800969,.057971016,0,8,102.20631,Yes,No,17,108.84599,YES,Yes,4,.07692308,-.073453575,-.051575616,-.05090192,-.060937375,.054828286,-.018686205,-.0039320728,.0344973766113981,15.175343,10,446323,10oct2023,2,17,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
LUSTER,LE BLUES,VEDETTISIMA,.025794782,.72496408,.035580773,.070484579,0,3,99.177582,No,No,11,102.12665,YES,No,1,.083333336,.050973803,-.11493833,.057665661,.087769344,.063957959,-.019810859,.032416984,.0294184043887071,9.0219173,4,442982,12aug2023,2,19,EL PARAISO,https://arg-sales.com/remates/view/346
LUXOR,LE BLUES,SUPER FEMME,.015268219,.64036441,.023843016,.070484579,0,5,,No,No,0,65.723175,No,No,0,0,.001606822,-.11493833,.053475142,-.040260851,-.15603405,.12203179,.032416984,.0321893143700436,13.928767,9,444638,09sep2023,2,38,EL PARAISO,https://arg-sales.com/remates/view/346
LYLES,LE BLUES,FASHION SALE,.020448044,.66920918,.030555535,.070484579,0,6,93.515549,No,No,25,97.607819,No,No,0,0,.029816508,-.11493833,.055155948,-.012512743,.099213719,-.027829902,.026137836,.0229068848348106,13.926027,8,443671,24aug2023,2,13,EL PARAISO,https://arg-sales.com/remates/view/346
MACEIO,DANIEL BOONE (BRZ),MALIBU STAR,.024411976,.74667543,.032694228,.05479452,0,2,83.920357,No,No,8,45.168571,No,No,0,0,.14579606,.0043926984,-.024698846,-.019913368,-.13098894,.052340541,-.056226846,.0274829727859469,7.838356,4,441760,11jul2023,2,38,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
MAGALLANES,MASTER OF HOUNDS (USA),SCRIPT,.011198808,.65539867,.017087016,.019108281,0,8,95.855049,No,No,17,95.061813,No,No,0,0,-.023076683,.016224772,-.13683519,-.012512743,-.096344404,-.027303582,-.014918739,.0336140989384148,15.167123,10,445705,23sep2023,2,70,EL PARAISO,https://arg-sales.com/remates/view/346
MANHATTAN JOY,FORTIFY (USA),MODERN GIRL,.02548255,.59506094,.04282343,.12832929,.083333336,12,93.77771,No,No,5,118.38714,YES,YES,3,.040540539,-.10077059,-.044072285,.21008845,-.063836969,.22276993,.028889619,-.0063206535,.037871461638133,18.964384,10,446366,19oct2023,2,6,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
MANI GIRL,DADDY LONG LEGS (USA),MANI BO,.02671087,.55553925,.048080977,.091603056,.25,4,75.744942,No,No,5,106.09173,YES,YES,4,.125,-.00028347969,.035653815,.096854582,-.014360387,.28052816,-.020799316,.014366889,.0345649936716654,11.986301,9,443909,02sep2023,1,20,ABOLENGO,https://arg-sales.com/remates/view/344
MARGARITTI,LUCULLAN (USA),MOZAMBICA,.016858658,.67053837,.025141973,.044452887,0,1,95.117325,No,No,4,,No,No,0,,.026085317,.10148866,.03950873,-.038321208,-.16154096,.0087680742,-.010412626,.0253275864233728,6.9534245,2,442727,14aug2023,1,37,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
MARINA CITY,HI HAPPY,MARINA AZUL,.015978616,.49355897,.032374278,.073394492,0,6,,No,No,0,93.740036,No,No,0,0,-.081723034,.24111356,-.0054091811,-.063836969,-.013000786,-.022369731,-.0063206535,.0630410594894784,11.043836,7,446355,11oct2023,1,18,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
MELINDROSO,DANIEL BOONE (BRZ),MIAMI QUEEN,.013719837,.61639625,.022258146,.05479452,0,2,93.172951,No,No,8,,No,No,0,,-.11134589,.0043926984,-.034822434,-.019913368,-.13379321,.031909753,-.0088911233,.0370217525487533,8.2657537,3,447394,27oct2023,2,39,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
MI CHICO MATICO,PNEUMATIC (USA),MI CHICA BONITA,.027213426,.67473352,.040332109,.044452887,.33333334,3,106.95049,Yes,Yes,16,100.12988,YES,YES,4,.44444445,.12590659,.035653815,-.064478211,.01657201,.17750287,.00026676059,-.03296883,.024035566520979,7.7534246,3,441691,11jul2023,2,30,ABOLENGO,https://arg-sales.com/remates/view/344
MIAMORE,GOUVERNEUR MORRIS (USA),MOZILLA,.043770377,.75823045,.057727009,.044452887,0,4,114.64016,YES,YES,21,104.57624,YES,No,1,.25,.084267825,.060747832,.0755983,.3701503,-.040183865,.026802868,-.010412626,.0338103539997974,11.876713,6,441801,12jul2023,2,7,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
MINAMI,GOUVERNEUR MORRIS (USA),MISS PENN,.03744306,.72047496,.051969968,.044452887,0,5,98.320801,No,No,8,96.204628,No,No,0,0,.031405747,.060947627,-.028435126,-.093859859,.10445023,.047735635,-.023690918,.0359196557456016,11.065753,7,443504,25aug2023,2,16,LA LEYENDA,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
MOGUL,COSMIC TRIGGER,MOON LADY,.022158422,.60306352,.036743097,.076271184,0,6,87.077003,No,No,6,106.29267,YES,No,1,.025,.018764079,-.13625012,.05728209,-.014360387,.23658407,.015201308,.014366889,.0328225019475212,14.030137,10,443477,25aug2023,2,47,ABOLENGO,https://arg-sales.com/remates/view/344
MONEDA MARCADA,MASTER OF HOUNDS (USA),BUENA SEÑAL,.015997481,.6145696,.02603038,.019108281,0,7,59.965862,No,No,3,105.64552,YES,No,1,.013513514,-.0089718401,.016224772,-.13648319,-.012512743,.077583224,-.015916273,.032416984,.0214053688978311,21.967123,10,445158,15sep2023,1,61,EL PARAISO,https://arg-sales.com/remates/view/346
MONTI,MASTER OF HOUNDS (USA),NIGHT WALKER,.022520104,.69262314,.032514226,.019108281,.125,8,90.856644,No,No,12,108.31184,YES,Yes,1,.016129032,.038632035,.016224772,-.13575456,-.012512743,.23201847,-.027303582,-.014918739,.0597490118962014,15.986301,10,442999,19aug2023,2,55,EL PARAISO,https://arg-sales.com/remates/view/346
MR. BOND,UNCLE CHUCK (USA),MISS MONEYPENNY,.013677404,.58286589,.023465782,.044452887,0,9,102.26272,YES,YES,4,90.063637,No,No,0,0,-.04124701,-.044072285,-.11835261,-.063836969,.096167162,.021262273,-.0063206535,.0250647616485367,15.906849,10,445454,24sep2023,2,27,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
MUMBERO,GOUVERNEUR MORRIS (USA),MADISON SONG (USA),.050590307,.83526975,.060567629,.044452887,.083333336,12,,No,No,0,118.90977,YES,YES,6,.056603774,.066636741,.060747832,.0755983,.14373305,.2713882,-.039533176,.030643947,.0347966667504807,20.501369,10,441903,22jul2023,2,8,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
MUSIC DAY,THE GREAT DAY,MUSIC NISTEL,.034489464,.72369403,.047657523,.044452887,0,1,106.44299,Yes,No,17,,No,No,0,,.10109395,.040726453,.054199427,-.00584241,-.17283064,.053553827,-.0039320728,.0391080089029856,6.7835617,2,441498,03jul2023,2,22,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
